movieId,isFresh,isRotten,isTopCritic,scoreSentiment,rating,isVerified,isSuperReviewer,hasSpoilers,hasProfanity,movieRank,critic_score,audience_score
e1374d4d-19b0-31b2-a6cc-c4189f2b27ca,True,False,False,1,3.5,False,False,False,True,3,.960000,.790000
9ddacc49-1918-3722-b5d9-4a1fa6b9b2a3,True,False,False,1,1.5,False,False,False,False,2,.970000,.750000
a0c4ef79-5e4c-399c-98c7-bdab95639511,True,False,True,1,4.5,False,False,False,False,64,.760000,.820000
7a3c018f-d71c-3add-866b-5c262cf8ce56,False,True,True,0,3.5,False,False,False,False,51,.830000,.880000
a5e462a4-3e04-3db8-8fc4-46ad1144edc7,False,True,False,0,4.5,False,True,False,False,13,.930000,.870000
afc309b1-7264-31b5-ab5d-cd09cfbe5b3c,True,False,False,1,4.5,False,True,False,False,56,.800000,.720000
7602d2ab-c9bc-3439-9cd6-d3a06e81728e,True,False,False,1,0.5,False,False,False,False,70,.810000,.620000
af6c4494-fd72-3842-bccf-b8138a6f3e1a,True,False,True,1,5,False,False,False,False,54,.800000,.680000
19b3ce59-1a84-3c4c-8bcf-0cd5e9c88cbf,False,True,True,0,1,False,False,False,False,7,.930000,.900000
60f1eca0-6a51-3cb2-95b6-3ab959ba6e87,True,False,False,1,4,True,False,False,False,37,.850000,.870000
7807e2b5-72d7-3dc7-8cd4-b9482b82fe01,False,True,False,0,0.5,False,False,False,True,85,.630000,.830000
eed54fc4-8990-3bfd-bd98-f820427deaa2,True,False,False,1,4,False,False,False,False,95,.570000,.840000
0b50d1b4-e68f-380f-a68c-042ee9b3576f,True,False,True,1,5,False,True,False,False,39,.850000,.870000
78566114-a33b-3c58-8a31-42bdb19ec6bd,False,True,False,0,2,True,False,True,False,61,.790000,.780000
a5e462a4-3e04-3db8-8fc4-46ad1144edc7,False,True,True,0,4.5,True,False,False,False,13,.930000,.870000
1df30a12-d169-3ac8-a113-af76a029eabc,True,False,False,1,4.5,False,False,True,False,75,.710000,.930000
161dddb8-84c7-3ded-b9ed-0b2381422464,False,True,True,0,3,False,False,False,False,16,.930000,.820000
aae65496-63fc-3abe-aa6b-aeec81862322,False,True,True,0,1.5,False,False,False,False,10,.940000,.860000
da04703c-b0d8-3dee-8910-bc1387164fc1,True,False,False,1,3.5,False,False,False,False,45,.860000,.900000
af6c4494-fd72-3842-bccf-b8138a6f3e1a,True,False,True,1,5,False,True,False,False,54,.800000,.680000
af6c4494-fd72-3842-bccf-b8138a6f3e1a,False,True,True,0,0.5,False,False,False,False,54,.800000,.680000
a3c1635d-c568-3c85-92b5-0589ab91d24d,False,True,False,0,2.5,False,False,False,False,97,.570000,.670000
37409a82-f3ab-3187-b0da-efeefa489456,False,True,True,0,4.5,False,True,False,False,14,.930000,.980000
618ab0ee-b32e-36d1-a1ea-6e608003cdf2,True,False,True,1,2,True,False,False,False,44,.830000,.940000
60f1eca0-6a51-3cb2-95b6-3ab959ba6e87,True,False,True,1,0.5,True,False,False,False,37,.850000,.870000
7cfa215f-4b44-3188-9770-3ddd813d1c9f,True,False,True,1,3.5,False,False,False,True,93,.580000,.730000
a5235f6a-68cb-3d9c-ac34-711bc90d6f8f,True,False,True,1,5,True,False,False,False,82,.650000,.720000
